1;636443.28;5128015.15;21.59;0;103.863658
2;636439.5;5128012.5;24.03;0;646.743493
3;636445;5128012.5;22.44;0;338.713789
4;636429.5;5128012;32.05;0;838.323815
5;636424.5;5128010;26.18;0;209.599545
6;636443;5128009;16.09;0;728.496572
7;636453.5;5128008;26.83;0;412.009077
8;636421.5;5128006.5;25.52;0;141.016894
9;636433.5;5128004.5;44.65;0;1709.38026
10;636454;5128004.5;24.11;0;294.836396
11;636428.5;5128004;24.99;0;466.368131
12;636455.5;5128002.5;25.79;0;492.214443
13;636441.5;5128001.5;37.84;0;1933.69941
14;636422;5128001;29.49;0;688.493465
15;636425.5;5127999;28.5;0;1366.36217
16;636433;5127995;40.31;0;2157.01904
17;636439.5;5127993.5;31.51;0;1242.91339
18;636418.62;5127992.35;38;0;869.879379
19;636426;5127991;18.89;0;745.562285
20;636439;5127987.5;24.67;0;728.805588
21;636422;5127987;24.8;0;497.926338
22;636455;5127986.5;17.91;0;224.144417
23;636425;5127985.5;30.43;0;852.991524
24;636429.26;5127981.62;12.15;0;70.5223485
25;636434.4;5127976.38;15.06;0;36.675679
26;636445.06;5127990.04;15;0;10.6229618
27;636457.57;5127991.31;33.82;0;518.395717
28;636437.5;5127984;26.5;0;666.086271
29;636441.5;5127981.5;24.63;0;458.897136
30;636447.72;5127978.36;14.17;0;72.5901058
31;636442;5127977.5;19.29;0;376.945714
