1;635978;5128173;33.12;0;467.872308
2;635984;5128173;33.96;0;779.034928
3;635993.5;5128173;34;0;772.530664
4;635974;5128171.5;32.73;0;526.970187
5;635987;5128169.5;33.03;0;884.613857
6;635997;5128167;35.52;0;1427.65406
7;635987.5;5128166.5;31.36;0;298.193336
8;635980;5128164.5;33.17;0;1091.73625
9;635989;5128164.5;30.56;0;722.403674
10;635971.5;5128164;30.99;0;1021.94064
11;635985.5;5128163.5;30.11;0;396.28396
12;635987.5;5128159;22.7;0;602.013293
13;635969.5;5128158.5;26.41;0;621.258664
14;635979;5128157.5;31.8;0;1245.49464
15;636000.5;5128157.5;37.32;0;1480.41082
16;635993;5128156;31.6;0;826.048127
17;635972;5128154.5;25.12;0;567.090763
18;635998.5;5128154;34.04;0;503.54005
19;636003;5128153.5;34.52;0;613.685453
20;635971.56;5128152.31;22.72;0;185.353317
21;636001;5128152;36.11;0;669.42227
22;635986;5128151.5;24.49;0;508.698184
23;635991;5128151;22.33;0;344.806103
24;635984;5128150.5;24.96;0;544.75215
25;635969;5128149;22.5;0;194.910104
26;635998;5128148.5;28.46;0;630.5652
27;635991.5;5128148;20.31;0;154.908015
28;635972.5;5128147.5;21.98;0;357.614688
29;635976.5;5128146;23.64;0;411.965293
30;635979.08;5128152.27;20.52;0;57.2792755
31;635991.59;5128137.27;28.03;0;144.881594
32;635983.12;5128155.24;22.55;0;55.4214292
33;635996.89;5128162.47;29.46;0;84.3390028
34;635998.94;5128163.45;34.45;0;820.823604
35;635985.5;5128145.5;20.18;0;287.56051
36;635993.5;5128145;22.24;0;594.031162
37;635978.5;5128144.5;23.79;0;269.727357
38;636001.5;5128144.5;29.01;0;331.947786
39;636000;5128142.5;26.59;0;73.1722675
40;635982;5128141.5;23.63;0;295.563603
41;635987;5128141.5;24.31;0;595.790729
42;635974.5;5128141;24.54;0;333.47813
43;635996.5;5128140.5;27.06;0;499.923369
44;635982;5128138.5;21.93;0;282.924983
