1;637334.32;5128179.52;12.01;0;40.598532
2;637333.96;5128179.45;22.05;0;0.323051
3;637337.19;5128191.83;30.29;0;1307.11146
4;637339.22;5128188.24;36.06;0;872.669781
5;637332.3;5128197.29;35.69;0;421.48461
6;637306.68;5128191.97;40.38;0;650.574473
7;637329.8;5128185.88;32.85;0;842.255297
8;637303.11;5128174.49;38.37;0;618.899386
9;637320.98;5128176.15;34.57;0;736.561246
10;637339.73;5128179.2;37;0;360.454671
11;637305.7;5128178.8;33.55;0;868.729068
12;637312.47;5128185.74;37.59;0;1035.69703
13;637321.69;5128168.52;38.26;0;1205.9036
14;637328.94;5128181.02;33.6;0;470.113937
15;637303.25;5128180.03;37.83;0;348.262295
16;637330.11;5128162.38;38.54;0;459.760179
17;637328.51;5128170.89;38.87;0;4134.49771
18;637312.23;5128163;21.51;0;10.267
19;637341.77;5128182.07;36.75;0;691.814361
20;637336.34;5128171.85;35.82;0;769.82244
21;637303.91;5128184.97;37.29;0;688.035521
22;637332.06;5128166.83;38.31;0;687.852019
23;637340.76;5128172.97;35.94;0;770.735242
24;637330.07;5128172.9;37.81;0;15001.4042
