1;634936.68;5128639.26;34.83;0;503.643121
2;634948;5128636.5;32.35;0;698.05132
3;634928;5128635.5;33.33;0;251.010162
4;634934;5128635;30.59;0;537.976469
5;634928.5;5128632.5;31.23;0;232.270039
6;634950.8;5128633.47;27.45;0;109.381625
7;634947.5;5128632.5;30.95;0;249.451967
8;634944.5;5128629;34.63;0;474.853164
9;634950.5;5128629;31.19;0;519.525835
10;634957.5;5128629;36.95;0;585.136396
11;634933.27;5128601.07;24.44;0;62.1181792
12;634936;5128628.5;32.49;0;960.709308
13;634934.14;5128624.97;24.67;0;120.648963
14;634929;5128627;31.07;0;767.758218
15;634924.5;5128626.5;35.09;0;811.82953
16;634946.5;5128626.5;34.47;0;423.058385
17;634959;5128624.5;31.17;0;301.02518
18;634941;5128623.5;35.4;0;962.32849
19;634949;5128623.5;34.11;0;582.051962
20;634937.2;5128600.81;15.32;0;13.1988947
21;634928.5;5128622;35.11;0;1119.65354
22;634950.5;5128620.5;33.08;0;286.218696
23;634923;5128620;32.15;0;886.059776
24;634951;5128618.5;32.7;0;473.408234
25;634931;5128616.5;30.9;0;724.345815
26;634939;5128616.5;37.41;0;1026.12288
27;634922;5128616;29.98;0;553.139802
28;634946.5;5128616;35.03;0;702.870123
29;634951.5;5128613.5;37.51;0;799.493678
30;634939.5;5128612;32.11;0;1149.18102
31;634941.29;5128599.75;29.31;0;115.489454
32;634942.5;5128610.5;33.9;0;1082.02312
33;634949.5;5128605.5;35.3;0;1713.89644
