1;636620;5128412;28.72;0;588.225316
2;636624;5128411;19.32;0;128.176323
3;636603.5;5128410;19.57;0;442.87201
4;636613;5128409.5;12.16;0;104.836377
5;636609.13;5128412.82;20.97;0;87.454694
6;636627;5128408.5;19.04;0;87.3363978
7;636616;5128407;12.84;0;117.188255
8;636612.5;5128406;15.92;0;180.83852
9;636609.79;5128413.05;19.25;0;21.3474497
10;636600;5128405.5;27.6;0;538.584941
11;636606.5;5128404;25.23;0;609.49559
12;636628.5;5128404;14.62;0;218.298793
13;636618.5;5128403;21;0;304.060857
14;636624;5128403;23.94;0;384.684832
15;636620;5128401;21.9;0;344.731817
16;636598.79;5128397.71;22.91;0;256.848684
17;636601;5128400.5;21.06;0;501.484361
18;636625;5128399;20.54;0;445.698473
19;636598;5128396.5;26.23;0;250.651936
20;636628.5;5128395.5;23.5;0;1067.13152
21;636598.5;5128394.5;25.39;0;764.871418
22;636609;5128393;24.25;0;453.816411
23;636621.5;5128392.5;28.63;0;680.268923
24;636607;5128390.5;25.03;0;552.446319
25;636627;5128390.5;26.94;0;1021.7161
26;636634.77;5128392.31;24.4;0;57.5310023
27;636621;5128389.5;29.56;0;677.473566
28;636616.5;5128389;22.79;0;879.79804
29;636599;5128386;25.52;0;591.556461
30;636629;5128385.5;30.42;0;658.023194
31;636634.22;5128390.98;23.8;0;26.8012288
32;636620;5128385;26.24;0;615.272055
33;636625.5;5128383.5;24.63;0;378.563768
34;636616.5;5128383;29.84;0;607.401087
35;636611;5128381.5;29.47;0;602.948774
36;636602.5;5128380.5;26.75;0;856.906952
37;636615;5128380;29.57;0;706.677864
38;636626.5;5128380;29.54;0;307.205601
39;636612;5128378;27.66;0;622.221238
40;636624;5128376.5;22.94;0;171.996072
