1;637005;5128779.5;28.38;0;431.583201
2;637010;5128779.5;32.91;0;914.493291
3;637017;5128775.5;33.12;0;1633.30045
4;637004.5;5128772.5;32.27;0;1310.96653
5;637025.5;5128771.5;33.67;0;892.383032
6;637012;5128770;28.82;0;1164.79457
7;636995.5;5128768.5;29.53;0;1789.64631
8;637017.5;5128767.5;28.49;0;900.691561
9;637007;5128762.5;28.66;0;1634.12265
10;637022.5;5128762.5;23.33;0;533.372606
11;637025.85;5128766.37;7.28;0;22.8048545
12;637015.5;5128762;23.27;0;398.294819
13;637030.03;5128761.88;22.5;0;144.267912
14;637007.58;5128756.25;14.44;0;24.939795
15;637001;5128758.5;14.65;0;349.152763
16;637027.7;5128762.31;6.74;0;1.225128
17;637013.5;5128758.5;26.03;0;655.842803
18;637019.5;5128758.5;22.87;0;384.419753
19;636994;5128757.5;21.61;0;464.795461
20;637018;5128755.5;23.36;0;421.69278
21;637023.5;5128754.5;23.82;0;282.112302
22;637027;5128753;28.62;0;776.904238
23;636992.92;5128751.37;17.38;0;57.0942462
24;637018;5128750.5;24.76;0;405.299937
25;637007.5;5128749;30.06;0;1026.39276
26;637001.5;5128748;30.64;0;1328.17407
27;637015.5;5128747.5;26.37;0;473.326939
28;637021;5128747.5;23.4;0;328.388619
29;636998;5128760.5;4.71;0;4.8645505
30;637010;5128746.5;25.47;0;384.054875
31;637006;5128743.5;27.39;0;386.916555
32;637019.5;5128743.5;23.23;0;223.552448
